2024-02-27 12:22:38,127 [Worker-6: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is not available. Remote download required.
2024-03-04 11:44:59,720 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2024-03-04 11:45:16,426 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Updating Gradle version information cache failed. Using outdated cache.
2024-03-06 11:54:57,481 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2024-03-07 11:05:56,450 [Worker-7: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2024-03-07 11:33:42,762 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.pom
2024-03-07 11:33:42,797 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.pom
2024-03-07 11:33:43,064 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-bundles/4/maven-archetype-bundles-4.pom
2024-03-07 11:33:43,129 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-bundles/4/maven-archetype-bundles-4.pom
2024-03-07 11:33:43,449 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetype/maven-archetype/2.0-alpha-5/maven-archetype-2.0-alpha-5.pom
2024-03-07 11:33:43,491 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetype/maven-archetype/2.0-alpha-5/maven-archetype-2.0-alpha-5.pom
2024-03-07 11:33:43,737 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/16/maven-parent-16.pom
2024-03-07 11:33:43,757 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/16/maven-parent-16.pom
2024-03-07 11:33:44,354 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/apache/7/apache-7.pom
2024-03-07 11:33:44,394 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/apache/7/apache-7.pom
2024-03-07 11:33:44,655 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.jar
2024-03-07 11:33:44,670 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.jar
2024-03-07 11:34:37,802 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345 [346])
2024-03-07 11:34:37,808 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345
2024-03-07 11:34:37,810 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\aopalliance-1.0.jar
2024-03-07 11:34:37,811 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\guice-5.1.0.jar
2024-03-07 11:34:37,811 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\httpclient-4.5.14.jar
2024-03-07 11:34:37,812 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\httpcore-4.4.16.jar
2024-03-07 11:34:37,812 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\jansi-2.4.0.jar
2024-03-07 11:34:37,812 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\jcl-over-slf4j-1.7.36.jar
2024-03-07 11:34:37,813 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-artifact-3.9.5.jar
2024-03-07 11:34:37,813 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-builder-support-3.9.5.jar
2024-03-07 11:34:37,813 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-compat-3.9.5.jar
2024-03-07 11:34:37,814 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-core-3.9.5.jar
2024-03-07 11:34:37,814 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-embedder-3.9.5.jar
2024-03-07 11:34:37,814 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-model-3.9.5.jar
2024-03-07 11:34:37,814 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-model-builder-3.9.5.jar
2024-03-07 11:34:37,814 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-plugin-api-3.9.5.jar
2024-03-07 11:34:37,814 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-repository-metadata-3.9.5.jar
2024-03-07 11:34:37,814 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-resolver-api-1.9.16.jar
2024-03-07 11:34:37,815 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-resolver-connector-basic-1.9.16.jar
2024-03-07 11:34:37,815 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-resolver-impl-1.9.16.jar
2024-03-07 11:34:37,815 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-resolver-named-locks-1.9.16.jar
2024-03-07 11:34:37,815 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-resolver-provider-3.9.5.jar
2024-03-07 11:34:37,815 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-resolver-spi-1.9.16.jar
2024-03-07 11:34:37,816 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-resolver-transport-file-1.9.16.jar
2024-03-07 11:34:37,816 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-resolver-transport-http-1.9.16.jar
2024-03-07 11:34:37,816 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-resolver-transport-wagon-1.9.16.jar
2024-03-07 11:34:37,816 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-resolver-util-1.9.16.jar
2024-03-07 11:34:37,816 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-settings-3.9.5.jar
2024-03-07 11:34:37,817 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-settings-builder-3.9.5.jar
2024-03-07 11:34:37,817 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\maven-shared-utils-3.3.4.jar
2024-03-07 11:34:37,817 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\org.eclipse.sisu.inject-0.3.5.jar
2024-03-07 11:34:37,817 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\org.eclipse.sisu.plexus-0.3.5.jar
2024-03-07 11:34:37,817 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\plexus-build-api-0.0.7.jar
2024-03-07 11:34:37,817 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\plexus-cipher-2.0.jar
2024-03-07 11:34:37,817 [Worker-17: Launching mavenrun-75b70231-ce76-49a9-99fa-382bece274e5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Shivani Nangireddi\Downloads\sts-4.21.1.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.500.20231113-2345\jars\plexus-classworlds-2.7.0.jar
